unnamed: 0,week_of_outbreak,state_ut,district,disease,cases,deaths,latitude,longitude,preci,lai,temp_c,date
194,3rd week,Maharashtra,Gadchiroli,Malaria,2,1.0,19.75907035,80.16228073,2.27e-05,13.0,29.0,2021-01-20
195,3rd week,Punjab,Patiala,Acute Diarrhoeal Disease,41,,30.2090874,76.33987209,0.002698493,16.0,18.189999999999998,2021-01-18
196,3rd week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,62,,22.642931,88.8930579,7.19e-05,6.0,20.35666660000004,2021-01-18
197,4th week,Karnataka,Ballari,Acute Diarrhoeal Disease,14,,15.2485413,76.8323648,7.83e-06,7.0,33.138000000000034,2021-01-26
198,4th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,23,,9.98408,76.2741457,0.291835183,,28.798000000000002,2021-01-25
199,4th week,Maharashtra,Gadchiroli,Malaria,10,1.0,19.75907035,80.16228073,7.83e-06,14.0,29.55000000000001,2021-01-26
200,4th week,Puducherry,Puducherry,Dengue,13,,11.9340568,79.8306447,0.059788043,,26.960000000000036,2021-01-25
201,4th week,Tamil Nadu,Virudhunagar Sivakasi,Dengue,7,,9.4477045,77.8000434,0.086656675,,28.189999999999998,2021-01-25
202,5th week,Himachal Pradesh,Bilaspur,Acute Diarrhoeal Disease,309,,31.3380959,76.7611631,0.227996598,12.0,14.622000000000014,2021-02-06
203,5th week,Karnataka,Chamarajanagar,Chikungunya,15,,11.9346006,76.9328209,0.21464963,16.0,29.670000000000016,2021-01-02
204,5th week,Karnataka,Hassan,Acute Diarrhoeal Disease,14,,13.0070817,76.0992703,0.000628031,,31.298000000000002,2021-02-01
205,5th week,Karnataka,Mandya,Acute Diarrhoeal Disease,26,,12.5238888,76.8961961,0.000156331,8.0,30.662000000000035,2021-02-04
206,5th week,Karnataka,Raichur,Acute Diarrhoeal Disease,18,,16.083333,77.166667,7.82e-05,7.0,33.46333340000001,2021-02-05
207,5th week,Maharashtra,Satara,Chikungunya,20,,17.63612885,74.29827808,8.27e-06,,33.333333400000015,2021-01-25
208,5th week,Maharashtra,Thane,Malaria,2,1.0,19.1943294,72.9701779,0.025765097,12.0,29.840000000000032,2021-01-06
209,5th week,Meghalaya,East Khasi Hills,Acute Diarrhoeal Disease,5,2.0,25.40237355,91.83254097,0.015939842,25.0,18.166666600000042,2021-01-27
210,5th week,Meghalaya,South Garo Hills,Acute Diarrhoeal Disease,15,,25.347969,90.56577726,3.76e-05,37.0,20.063333400000033,2021-01-07
211,5th week,Odisha,Bolangir,Chikungunya,5,,20.7502257,83.2499464,0.008809665,9.0,29.29000000000002,2021-01-30
212,5th week,Odisha,Jajpur,Acute Diarrhoeal Disease,35,,20.8522696,86.3385714,7.82e-05,5.0,26.8366666,2021-02-04
213,5th week,Odisha,Puri,Acute Diarrhoeal Disease,350,,19.8076083,85.8252538,0.003205307,9.0,27.970000000000027,2021-02-06
214,5th week,Assam,Goalpara,Acute Diarrhoeal Disease,13,,26.1783623,90.6226683,0.041728944,17.0,21.44333340000003,2021-01-15
215,6th week,Karnataka,Dharwad,Dengue,3,,15.4540505,75.0066516,8.81e-05,,33.81,2021-02-09
216,6th week,Maharashtra,Satara,Chikungunya,19,,17.63612885,74.29827808,7.82e-05,7.0,32.686000000000035,2021-02-05
217,6th week,Maharashtra,Thane,Chikungunya,2,,19.1943294,72.9701779,3.79e-05,10.0,31.62666660000002,2021-01-30
218,6th week,West Bengal,Purulia,Acute Diarrhoeal Disease,25,,23.3291882,86.3672378,0.023997208,4.0,25.850000000000023,2021-02-08
219,7th week,Karnataka,Bidar,Chikungunya,30,,18.083333,77.333333,0.023079119,4.0,35.69,2021-02-20
220,7th week,Maharashtra,Satara,Dengue,19,,17.63612885,74.29827808,5.4e-05,6.0,34.8366666,2021-02-16
221,8th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,24,1.0,15.8309251,78.0425373,0.007255567,8.0,33.450000000000045,2021-02-20
222,8th week,Karnataka,Kolar,Acute Diarrhoeal Disease,43,,13.1367201,78.1337246,0.123334526,8.0,30.378000000000043,2021-02-23
223,8th week,Puducherry,Puducherry,Acute Diarrhoeal Disease,108,,11.9340568,79.8306447,0.131742211,8.0,30.423333400000047,2021-02-22
224,8th week,Tamil Nadu,Pudukottai,Acute Diarrhoeal Disease,41,,10.3826515,78.8191259,0.070382442,7.0,29.470000000000027,2021-02-22
225,8th week,Madhya Pradesh,Dhar,Acute Diarrhoeal Disease,10,1.0,22.5,75.25,8.29e-05,13.0,28.346000000000004,2022-02-12
226,8th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,30,,14.6546235,77.55625984,3.87e-05,,40.06600000000003,2021-03-05
227,8th week,Puducherry,Puducherry,Dengue,11,,11.9340568,79.8306447,0.001083108,10.0,33.80200000000002,2021-03-01
228,8th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,14,,11.2287716,78.81825555,0.000742542,,36.91666660000004,2021-03-06
229,8th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29,,22.9052114,88.3760639,6.9e-05,,30.720000000000027,2021-03-06
230,8th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,26,,9.98408,76.2741457,0.077130138,37.0,30.386000000000024,2021-02-24
231,9th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,30,,14.6546235,77.55625984,3.87e-05,,40.06600000000003,2021-03-05
232,9th week,Puducherry,Puducherry,Dengue,11,,11.9340568,79.8306447,0.001083108,10.0,33.80200000000002,2021-03-01
233,9th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,14,,11.2287716,78.81825555,0.000742542,,36.91666660000004,2021-03-06
234,9th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29,,22.9052114,88.3760639,6.9e-05,,30.720000000000027,2021-03-06
235,10th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,43,,22.9052114,88.3760639,0.202024854,12.0,25.635000000000048,2020-03-08
236,11th week,Meghalaya,West Khasi Hills,Acute Diarrhoeal Disease,37,,25.58173695,91.28910306,0.281021363,23.0,24.350000000000023,2021-03-12
237,11th week,West Bengal,Puruliya,Acute Diarrhoeal Disease,255,,23.19989585,86.3209473,0.219921134,6.0,33.86200000000002,2021-03-16
238,11th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,122,,22.5760669,88.42006758,0.0019022,8.0,31.056666600000028,2021-03-09
239,12th week,Maharashtra,Satara,Acute Diarrhoeal Disease,80,,17.63612885,74.29827808,0.002590515,,40.622000000000014,2021-03-21
240,12th week,Meghalaya,Ri Bhoi,Acute Diarrhoeal Disease,32,,25.87640255,91.85675742,0.006461682,,26.94333340000003,2021-03-22
241,12th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,12,,19.75,83.0,0.027730925,8.0,37.81400000000002,2021-03-25
242,12th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,57,,22.5760669,88.42006758,0.019501657,11.0,31.25,2021-03-25
243,12th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,32,,22.5760669,88.42006758,0.000930769,,31.45333340000002,2021-03-22
244,12th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,93,,22.642931,88.8930579,0.097805746,20.0,28.60666660000004,2021-03-19
245,12th week,Karnataka,Raichur,Acute Diarrhoeal Disease,11,,16.083333,77.166667,8.27e-06,,34.04200000000003,2021-01-25
246,13th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,19,,9.98408,76.2741457,0.105828001,25.0,32.0,2021-03-28
247,13th week,Odisha,Kandhamal,Acute Diarrhoeal Disease,10,,20.13069385,84.07904761,0.000961237,9.0,36.01400000000001,2021-04-04
248,13th week,West Bengal,Purba Bardhaman,Acute Diarrhoeal Disease,126,,23.391717,87.90621212,0.004923739,14.0,32.62666660000002,2021-03-31
249,13th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,37,,9.98408,76.2741457,0.022915903,35.0,33.42666660000003,2021-03-09
250,14th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,50,,9.98408,76.2741457,0.354151961,27.0,30.5,2021-04-05
251,14th week,Kerala,Palakkad,Dengue,7,,10.78789845,76.47408711,0.647446409,22.0,32.162000000000035,2021-04-01
252,14th week,Meghalaya,East Khasi Hills,Acute Diarrhoeal Disease,8,,25.40237355,91.83254097,0.869273694,23.0,26.218000000000018,2021-04-05
253,14th week,West Bengal,Bardhaman,Acute Diarrhoeal Disease,41,,23.41146995,87.84499445,0.02559297,,33.210000000000036,2021-04-06
254,14th week,West Bengal,Howrah,Acute Diarrhoeal Disease,31,,22.5736296,88.3251045,0.041993227,11.0,32.613333400000045,2021-04-05
255,14th week,West Bengal,Hooghly,Cholera,25,,22.9052114,88.3760639,0.039273295,,32.22000000000003,2021-04-07
256,15th week,Meghalaya,East Garo Hills,Acute Diarrhoeal Disease,24,,25.61849455,90.63421622,0.205308717,27.0,28.21333340000001,2021-04-09
257,15th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,120,1.0,22.5760669,88.42006758,0.021318831,11.0,32.27000000000004,2021-04-04
258,15th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,55,,22.5760669,88.42006758,0.023027234,,33.129999999999995,2021-04-22
259,16th week,Maharashtra,Satara,Dengue,7,,17.63612885,74.29827808,0.152796303,,40.833333400000015,2021-04-15
260,16th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,146,,22.5760669,88.42006758,0.064472652,12.0,33.69,2021-04-16
261,16th week,Kerala,Kottayam,Dengue,19,,9.6287383,76.64553257,0.04293383,35.0,33.19,2021-03-10
262,16th week,Maharashtra,Ahmednagar,Chikungunya,3,1.0,19.1627725,74.8580243,0.041683899,6.0,36.51000000000005,2021-03-23
263,16th week,Maharashtra,Ahmednagar,Chikungunya,13,,19.1627725,74.8580243,7.99e-05,6.0,43.10200000000003,2021-04-04
264,16th week,Maharashtra,Satara,Dengue,31,1.0,17.63612885,74.29827808,7.5e-05,5.0,44.77000000000004,2021-04-05
265,17th week,Odisha,Koraput,Acute Diarrhoeal Disease,9,,18.7232023,82.60811828,0.028730454,,36.962000000000046,2021-05-01
266,17th week,Odisha,Nayagarh,Acute Diarrhoeal Disease,31,1.0,20.1160666,85.11195644,0.012012173,,39.32000000000005,2021-04-30
267,18th week,Punjab,Shahid Bhagat Singh Nagar,Acute Diarrhoeal Disease,19,,31.1239515,76.1201871,0.261350367,,33.98000000000002,2021-05-08
268,19th week,Kerala,Kasaragod,Dengue,51,,12.5035577,74.9907022,0.582639096,14.0,28.120000000000005,2021-05-12
269,19th week,Kerala,Kozhikode,Dengue,43,,11.2450558,75.7754716,0.124842429,,,2021-04-10
270,19th week,Maharashtra,Thane,Malaria,2,1.0,19.1943294,72.9701779,0.1122391,10.0,41.06600000000003,2021-05-02
271,20th week,Maharashtra,Nashik,Chikungunya,6,,20.0112475,73.7902364,0.261260284,7.0,38.94,2021-05-19
272,20th week,Kerala,Kannur,Dengue,32,,11.8763836,75.3737973,,26.0,28.564999999999998,2021-05-02
273,20th week,Kerala,Malappuram,Dengue,37,,11.10684475,76.1099551,0.21164055,25.0,32.33800000000002,2021-03-03
274,20th week,Maharashtra,Nashik,Chikungunya,11,,20.0112475,73.7902364,5.56e-05,7.0,37.50666660000002,2021-03-18
275,20th week,Maharashtra,Pune,Chikungunya,25,,18.521428,73.8544541,9.5e-05,9.0,32.146000000000015,2021-02-08
276,20th week,Maharashtra,Thane,Dengue,2,1.0,19.1943294,72.9701779,0.104392618,9.0,42.31666660000002,2021-04-29
277,21st week,Kerala,Kozhikode,Dengue,64,,11.2450558,75.7754716,0.527107705,,,2021-05-05
278,22nd week,Gujarat,Navsari,Acute Diarrhoeal Disease,15,,20.952407,72.9323831,0.072298664,7.0,32.275000000000034,2021-06-06
279,22nd week,Gujarat,Surat,Acute Diarrhoeal Disease,108,6.0,21.19177615,72.95441578,0.040205983,10.0,29.658000000000015,2021-05-30
280,22nd week,Maharashtra,Bhandara,Acute Diarrhoeal Disease,108,,21.12304765,79.79390882,0.054140904,5.0,43.80500000000001,2021-06-03
281,22nd week,Maharashtra,Pune,Chikungunya,6,,18.521428,73.8544541,0.398551635,,36.182000000000016,2021-06-01
282,22nd week,West Bengal,Purba Bardhaman,Cholera,29,,23.391717,87.90621212,0.899183003,5.0,29.090000000000032,2021-05-31
283,22nd week,West Bengal,Birbhum,Acute Diarrhoeal Disease,51,,24.0,87.583333,1.111215294,,28.629999999999995,2021-06-01
284,22nd week,Kerala,Ernakulam,Dengue,24,1.0,9.98408,76.2741457,0.60790436,28.0,31.350000000000023,2021-05-05
285,22nd week,Kerala,Malappuram,Dengue,20,,11.10684475,76.1099551,2.625326529,,,2021-05-17
286,23rd week,Maharashtra,Osmanabad,Dengue Fever,7,1.0,18.16984395,76.11796321,0.270033558,,40.178,2021-06-02
287,23rd week,Punjab,Sahibzada Ajit Singh Nagar,Acute Diarrhoeal Disease,342,,30.7041168,76.7176885,0.134951059,,34.06,2021-06-09
288,23rd week,Gujarat,Anand,Acute Diarrhoeal Disease,15,,22.5584995,72.9625629,0.002561268,9.0,35.438000000000045,2021-05-31
289,23rd week,Kerala,Kozhikode,Dengue,64,,11.2450558,75.7754716,0.377935548,,,2021-05-11
290,23rd week,Kerala,Trivandrum,Chikungunya,10,,8.4882267,76.947551,1.219771472,9.0,27.110000000000014,2021-05-14
291,23rd week,Kerala,Palakkad,Dengue Fever,8,,10.78789845,76.47408711,2.608608357,24.0,26.970000000000027,2021-05-19
292,23rd week,West Bengal,Hooghly,Acute Diarrhoeal Disease,289,,22.9052114,88.3760639,0.113017599,13.0,33.06666660000002,2021-04-16
293,24th week,Gujarat,Morbi,Acute Diarrhoeal Disease,44,,22.8176662,70.8345928,0.01993589,3.0,36.10666660000004,2021-06-11
294,24th week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,18,,21.75,86.5,1.686497547,14.0,,2021-06-20
295,24th week,West Bengal,Bardhaman,Acute Diarrhoeal Disease,29,,23.41146995,87.84499445,0.957589396,,27.57000000000005,2021-06-17
296,24th week,Kerala,Kozhikode,Dengue,24,,11.2450558,75.7754716,3.641437897,,,2021-05-20
297,25th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,174,,21.825599,75.614182,0.232713754,5.0,34.47000000000003,2021-06-24
298,25th week,Maharashtra,Nandurbar,Acute Diarrhoeal Disease,36,,21.51450155,74.54070115,0.093266774,5.0,36.166,2021-06-19
299,25th week,Maharashtra,Sindhudurg,Dengue,62,,16.1357193,73.6522086,0.833671811,,24.960000000000036,2021-06-25
300,25th week,Uttar Pradesh,Farrukhabad,Dengue,7,,27.43719385,79.48912947,0.070730942,,33.27000000000004,2021-06-26
301,25th week,Kerala,Kollam,Dengue,22,,8.8879509,76.5955013,1.052681601,21.0,26.810000000000002,2021-06-07
302,25th week,Kerala,Palakkad,Dengue,16,,10.78789845,76.47408711,1.051908116,,28.064999999999998,2021-05-24
303,25th week,Kerala,Thiruvananthapuram,Chikungunya,16,,8.4882267,76.947551,0.718925355,23.0,26.263333400000022,2021-06-15
304,25th week,Maharashtra,Kolhapur,Dengue,5,3.0,16.7028412,74.2405329,0.436547255,7.0,32.78000000000003,2021-06-15
305,25th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,35,,24.0,87.583333,0.998327324,,24.110000000000014,2021-06-17
306,25th week,West Bengal,Birbhum,Cholera,51,,24.0,87.583333,0.998327324,,24.110000000000014,2021-06-17
307,26th week,Gujarat,Kheda,Cholera,10,,22.75,72.833333,0.045063992,7.0,34.370000000000005,2021-06-29
308,26th week,Jharkhand,Ranchi,Acute Diarrhoeal Disease,8,,23.3700501,85.3250387,0.834396808,14.0,29.775000000000034,2021-06-28
309,26th week,Madhya Pradesh,Barwani,Acute Diarrhoeal Disease,17,,22.0333621,74.8978374,0.322009813,4.0,34.69,2021-07-02
310,26th week,Karnataka,Davanagere,Acute Diarrhoeal Disease,31,,14.4661266,75.9206361,0.275772947,6.0,31.49000000000001,2021-06-29
311,26th week,Punjab,Patiala,Acute Diarrhoeal Disease,20,1.0,30.2090874,76.33987209,0.026408263,4.0,33.26333340000002,2021-06-29
312,26th week,West Bengal,Purulia,Acute Diarrhoeal Disease,37,,23.3291882,86.3672378,0.478047529,,,2021-07-04
313,26th week,Maharashtra,Aurangabad,Suspected Dengue,5,1.0,19.877263,75.3390241,0.132126093,,36.08000000000004,2021-06-25
314,26th week,Maharashtra,Nandurbar,Acute Diarrhoeal Disease,7,,21.51450155,74.54070115,0.093266774,5.0,36.166,2021-06-19
315,26th week,Maharashtra,Pune,Dengue,6,,18.521428,73.8544541,0.356941131,10.0,28.254999999999995,2021-06-24
316,26th week,Kerala,Palakkad,Suspected Dengue,17,,10.78789845,76.47408711,0.837071223,,29.94333340000003,2021-06-10
317,27th week,Assam,Dhemaji,Acute Encephalitis Syndrome,2,,27.4668315,94.51786509,0.670955046,4.0,1.7600000000000477,2021-07-09
318,27th week,Gujarat,Gandhi Nagar,Acute Diarrhoeal Disease,21,,23.06016515,72.58063822,0.010774296,6.0,35.950000000000045,2021-07-08
319,27th week,Gujarat,Gandhi Nagar,Cholera,6,,23.06016515,72.58063822,0.025907127,,32.73000000000002,2021-07-03
320,27th week,Gujarat,Kheda,Cholera,10,,22.75,72.833333,0.275505494,5.0,38.51000000000005,2021-07-14
321,27th week,Karnataka,Dharwad,Dengue,2,,15.4540505,75.0066516,0.282522068,5.0,35.950000000000045,2021-07-05
322,27th week,Maharashtra,Ahmednagar,Chikungunya,11,,19.1627725,74.8580243,0.017444185,9.0,33.360000000000014,2021-07-07
323,27th week,Maharashtra,Amravati,Dengue,3,1.0,20.9521098,77.7333168,0.266817938,4.0,39.696666600000015,2021-07-01
324,27th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,27,,24.0,87.583333,0.918443976,7.0,29.57000000000005,2021-07-05
325,28th week,Arunachal Pradesh,Lohit,Acute Diarrhoeal Disease,4,,27.8239052,95.861898,0.740537532,13.0,28.350000000000023,2021-07-13
326,28th week,Gujarat,Navsari,Acute Diarrhoeal Disease,12,,20.952407,72.9323831,0.711974368,7.0,,2021-07-17
327,28th week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,13,,30.1389108,77.301064,0.214619694,9.0,30.74333340000004,2021-07-14
328,28th week,Haryana,Panchkula,Cholera,440,1.0,30.7137692,76.868276,0.453999401,8.0,31.950000000000045,2021-07-13
329,28th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,65,,31.6723392,76.95331691,2.046384693,21.0,23.810000000000002,2021-07-16
330,28th week,Jharkhand,Godda,Acute Diarrhoeal Disease,8,,24.74334305,87.29285062,0.393135088,10.0,22.78000000000003,2021-07-14
331,28th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,138,,21.825599,75.614182,0.373549796,10.0,36.08000000000004,2021-07-13
332,28th week,Maharashtra,Akola,Malaria,21,,20.76181225,77.19211567,0.871201833,5.0,29.83000000000004,2021-07-16
333,28th week,Maharashtra,Amravati,Dengue,5,,20.9521098,77.7333168,0.500812467,,43.69,2021-07-12
334,29th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,41,3.0,15.8309251,78.0425373,1.222079249,6.0,27.05000000000001,2021-07-25
335,29th week,Gujarat,Navsari,Acute Diarrhoeal Disease,31,,20.952407,72.9323831,0.42846128,1.0,,2021-07-25
336,29th week,Punjab,Sangrur,Acute Diarrhoeal Disease,20,,30.2093363,75.81842243,1.065992561,19.0,26.83000000000004,2021-07-24
337,29th week,Haryana,Panchkula,Cholera,511,1.0,30.7137692,76.868276,0.453999401,8.0,31.950000000000045,2021-07-13
338,29th week,Jharkhand,Godda,Acute Diarrhoeal Disease,8,,24.74334305,87.29285062,0.393135088,10.0,22.78000000000003,2021-07-14
339,29th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,9,1.0,22.7859232,86.1716093,0.21532897,5.0,26.730000000000018,2021-07-21
340,29th week,Kerala,Palakkad,Dengue,11,,10.78789845,76.47408711,0.294602995,8.0,29.00600000000003,2021-06-13
341,29th week,Maharashtra,Chandrapur,Dengue,58,1.0,20.0967555,79.50454752,0.581624073,,32.370000000000005,2021-07-03
342,29th week,Maharashtra,Nagpur,Dengue,4,1.0,21.1498134,79.0820556,0.552951609,13.0,35.535000000000025,2021-07-10
343,30th week,Assam,Darrang (Mangaldoi),Acute Encephalitis Syndrome,1,1.0,26.4365974,92.0342718,0.564602328,5.0,-1.25,2021-07-15
344,30th week,Assam,Lakhimpur,Acute Encephalitis Syndrome,1,1.0,27.0827158,93.9978423,0.778388222,23.0,27.629999999999995,2021-07-22
345,30th week,Assam,Udalguri,Acute Encephalitis Syndrome,1,1.0,26.77253155,92.10641749,0.360561844,24.0,28.57000000000005,2021-07-25
346,30th week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,31,,30.1389108,77.301064,2.835578815,12.0,,2021-07-31
347,30th week,Jharkhand,Godda,Acute Diarrhoeal Disease,12,,24.74334305,87.29285062,0.978836041,5.0,26.660000000000025,2021-07-31
348,30th week,Maharashtra,Buldhana,Dengue,7,,20.562845,76.40869861,0.424540293,6.0,33.50333340000003,2021-07-01
349,30th week,Maharashtra,Gadchiroli,Malaria,4,1.0,19.75907035,80.16228073,1.087511221,9.0,,2021-07-24
350,30th week,Maharashtra,Nasik,Chikungunya,53,,20.0112475,73.7902364,0.263017886,,31.129999999999995,2021-06-18
351,30th week,Maharashtra,Osmanabad,Dengue,4,,18.16984395,76.11796321,1.374420463,8.0,27.27000000000004,2021-07-23
352,30th week,Maharashtra,Pune,Chikungunya,5,,18.521428,73.8544541,1.56877296,5.0,27.07000000000005,2021-07-22
353,31st week,Chandigarh,Chandigarh,Cholera,8,,30.72984395,76.78414567,2.63598158,12.0,,2021-08-01
354,31st week,Gujarat,Vadodara,Cholera,3,,22.2973142,73.1942567,1.138774169,1.0,,2021-07-31
355,31st week,Haryana,Karnal,Acute Diarrhoeal Disease,36,,29.6803266,76.9896254,0.446513932,24.0,29.390000000000043,2021-08-09
356,31st week,Haryana,Yamuna Nagar,Cholera,21,,30.1389108,77.301064,2.54223063,12.0,,2021-08-03
357,31st week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,21,,30.1389108,77.301064,2.54223063,12.0,,2021-08-03
358,31st week,Maharashtra,Amravati,Dengue,13,2.0,20.9521098,77.7333168,0.363973242,,43.83000000000004,2021-07-11
359,31st week,Maharashtra,Beed,Chikungunya,7,,18.9918442,75.909784,0.077042638,6.0,33.09000000000003,2021-08-02
360,31st week,Maharashtra,Gadchiroli,Malaria,28,1.0,19.75907035,80.16228073,0.410621156,6.0,28.5,2021-07-31
361,31st week,Maharashtra,Kolhapur,Chikungunya,6,,16.7028412,74.2405329,0.232706706,9.0,25.556666600000028,2021-08-02
362,31st week,Punjab,Sangrur,Acute Diarrhoeal Disease,68,,30.2093363,75.81842243,0.055163964,,26.893333400000017,2021-08-13
363,31st week,West Bengal,Purulia,Acute Diarrhoeal Disease,22,,23.3291882,86.3672378,0.663976035,8.0,,2021-08-06
364,31st week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,51,,22.5760669,88.42006758,0.518780131,9.0,28.74000000000001,2021-07-24
365,31st week,Maharashtra,Raigad,Dengue,18,,18.4928092,73.13807095,1.136541734,7.0,29.25,2021-06-11
366,31st week,Maharashtra,Satara,Chikungunya,20,,17.63612885,74.29827808,1.242829167,5.0,30.49000000000001,2021-07-14
367,31st week,Maharashtra,Satara,Dengue,16,,17.63612885,74.29827808,1.489691674,5.0,30.49000000000001,2021-07-16
368,31st week,Maharashtra,Wardha,Dengue,4,,20.82562315,78.6131455,0.085420469,5.0,39.75,2021-06-07
